Author Name,Auth-ID,Number of Documents,Subject Area,Orc_ID
"Ajila, A. S.",57226870643,1,"Social Sciences
Agricultural and Biological Sciences
",
"Oloyede Alabi, Michael",57398271900,1,"Social Sciences
",
"Asaolu, Oluwafemi Michael",58097948400,1,"Engineering
Business, Management and Accounting
",
"Akinyugha, Adebusola",57894242100,1,"Medicine
",
"Akinloye, Peter O.",57221444543,1,"Multidisciplinary
",
"Amos Igbekele, Ajibefun",57219269871,1,"Multidisciplinary
",
"Darwish, Ashraf",58255522400,1,"Multidisciplinary
",
"Oyejola, O.",56070869500,1,"Agricultural and Biological Sciences
Veterinary
",
"Fabunmi, Abimbola Olapeju",55907117100,1,"Immunology and Microbiology
",
"Alimia, Isiaka A.",55817300900,1,"Engineering
Computer Science
",
"Popoola, Adewumi Isaac",56031998200,8,"Physics and Astronomy
Engineering
Materials Science
Environmental Science
Chemical Engineering
Mathematics
Chemistry
",
"Adu, Oluwaseun P.",57219727984,1,"Energy
Materials Science
Chemical Engineering
Engineering
Computer Science
",
"Ilori, Ayodeji Bolaji",57194162630,1,"Engineering
Business, Management and Accounting
",
"Amoo, Isiaka Adekunle",9040748100,26,"Agricultural and Biological Sciences
Chemistry
Environmental Science
Medicine
Nursing
Chemical Engineering
Engineering
Biochemistry, Genetics and Molecular Biology
Multidisciplinary
Immunology and Microbiology
Pharmacology, Toxicology and Pharmaceutics
Materials Science
",
"Daramola, Babatunde Bunmi",57223238866,1,"Earth and Planetary Sciences
",
"Rotowa, Kehinde O.",57218342791,1,"Agricultural and Biological Sciences
",
"Manuwa, Titilope Ruth",57194228658,1,"Agricultural and Biological Sciences
Environmental Science
",
"Bodurin, M. O.",56348847600,1,"Chemistry
",
"Adawa, Ifeoluwa S.",57999167400,1,"Earth and Planetary Sciences
",
"Adekayode, F. O.",6505672561,6,"Agricultural and Biological Sciences
Environmental Science
Physics and Astronomy
Materials Science
",
"Olorunfemi, Oluwaseun Sunday",57209739214,1,"Multidisciplinary
",
"Ajibua, Michael Alayode",55976626900,3,"Health Professions
Business, Management and Accounting
Social Sciences
Biochemistry, Genetics and Molecular Biology
Medicine
",
"Oluwafemi, Bolaji P.",58036597900,1,"Environmental Science
",
"Oyewumi, Tolulope Oyelekan",57754112100,1,"Environmental Science
Medicine
",
"Oladejo, Michael Olalekan",57205078215,3,"Materials Science
Chemistry
Multidisciplinary
",0000-0003-3960-3813
"Adefisan, Elijah Adesanya",57192438848,27,"Earth and Planetary Sciences
Environmental Science
Agricultural and Biological Sciences
Decision Sciences
Social Sciences
Computer Science
Economics, Econometrics and Finance
Engineering
Business, Management and Accounting
Multidisciplinary
Biochemistry, Genetics and Molecular Biology
",0000-0003-3339-5195
"Akinneye, Joseph Onaolapo",15119035000,14,"Agricultural and Biological Sciences
Biochemistry, Genetics and Molecular Biology
Immunology and Microbiology
Mathematics
Multidisciplinary
Environmental Science
Chemical Engineering
Engineering
",
"Fasan, T. I.",55616081600,1,"Biochemistry, Genetics and Molecular Biology
Pharmacology, Toxicology and Pharmaceutics
",
"Ajayi, Babajide Bamidele",6603217291,13,"Medicine
Immunology and Microbiology
Biochemistry, Genetics and Molecular Biology
",
"Alo, A. T.",57188708405,2,"Engineering
Chemistry
Chemical Engineering
",
"Etonyeaku, Chinwe Chibuzor",58314061200,1,"Business, Management and Accounting
",
"Abodunde, Olayanju Oluwafemi",57226410345,1,"Energy
Environmental Science
",
"Clement, Adetuyi Fatusa",57189388183,1,"Medicine
",
"Olawumi, Abayomi E.",57358299100,1,"Engineering
Computer Science
",
"Agunloye, T. O.",57195219146,1,"Social Sciences
Agricultural and Biological Sciences
",
"Adewumi, I. J.",56004876900,1,"Arts and Humanities
Economics, Econometrics and Finance
Social Sciences
",
"Ihunweze, B. C.",16306889200,1,"Biochemistry, Genetics and Molecular Biology
",
"Fadairo, Folasade F.",57778561000,1,"Environmental Science
Earth and Planetary Sciences
Chemical Engineering
",
"Semomhe, Ali Abdul Hafeez",57209668049,1,"Mathematics
Physics and Astronomy
",
"Alafabusuyi, Ayodele Modupe",57221306542,1,"Energy
Materials Science
Chemistry
Chemical Engineering
",
"Ojuolape, Oluwadamilola",57222815668,1,"Environmental Science
Earth and Planetary Sciences
",
"Akinwumiju, Akinola Shola",6505717235,25,"Environmental Science
Earth and Planetary Sciences
Agricultural and Biological Sciences
Engineering
Social Sciences
Medicine
Physics and Astronomy
Materials Science
Energy
Multidisciplinary
Chemical Engineering
Economics, Econometrics and Finance
Pharmacology, Toxicology and Pharmaceutics
Business, Management and Accounting
Computer Science
",
"Fadiyimu, Akinlolu Oyebobola",57203390589,1,"Engineering
Business, Management and Accounting
",
"Festus Aiyesanmi, Ademola",57205603387,1,"Materials Science
Chemistry
",
"Awodun, Moses Adeyemi",16432899000,14,"Agricultural and Biological Sciences
Environmental Science
Immunology and Microbiology
Materials Science
Biochemistry, Genetics and Molecular Biology
Multidisciplinary
",
"Akpojotor, Princewill",57223399513,1,"Computer Science
Engineering
",
"Daramola, O. M.",57420802500,1,"Medicine
Biochemistry, Genetics and Molecular Biology
",
"Fajuyigbe, O.",16635819200,1,"Computer Science
",
"Oseni, O. A.",35099107900,3,"Agricultural and Biological Sciences
Medicine
Physics and Astronomy
Immunology and Microbiology
Biochemistry, Genetics and Molecular Biology
Nursing
Engineering
Veterinary
",
"Odewumi, Oluyinka S.",57226855041,2,"Agricultural and Biological Sciences
Biochemistry, Genetics and Molecular Biology
Social Sciences
",
"Adesanya, T. A.",57191839071,1,"Pharmacology, Toxicology and Pharmaceutics
",
"Ceesay, Abdoulie O.",57808440900,1,"Earth and Planetary Sciences
Business, Management and Accounting
Social Sciences
",
"Rogbitan, Babafemi Raphael",55927079300,1,"Engineering
Materials Science
Chemical Engineering
",
"Bello-Michael, C. O.",10043183500,1,"Biochemistry, Genetics and Molecular Biology
",
"Macaulay, Babajide Milton",56580264300,6,"Environmental Science
Agricultural and Biological Sciences
Immunology and Microbiology
Materials Science
Energy
Engineering
Medicine
",
"Ojo, F. H.",6506262156,1,"Agricultural and Biological Sciences
",
"Ayorinde, Adeyemi Samuel",58242421500,1,"Multidisciplinary
",
"Omisore, M. O.",57221433465,1,"Engineering
Social Sciences
",
"Ojewumi, Emmanuel Omotayo",57200112371,2,"Agricultural and Biological Sciences
Environmental Science
",
"Ogbonlowo, David B.",6505861947,7,"Earth and Planetary Sciences
Engineering
Business, Management and Accounting
Materials Science
Agricultural and Biological Sciences
",
"Abosede, Samson A.",57485157700,1,"Computer Science
Engineering
",
"Bamisaye, M. E.",57193552395,1,"Engineering
",
"Fadiji, Funmilayo Adenike",57209363323,2,"Mathematics
Biochemistry, Genetics and Molecular Biology
",
"Ojo, Femi Emmanuel",57260327400,1,"Environmental Science
Pharmacology, Toxicology and Pharmaceutics
",
"Akingbola, R. A.",56548998100,1,"Computer Science
Engineering
",
"Owolanke, D.",8394750700,1,"Agricultural and Biological Sciences
Veterinary
",
"Itanola, Moses",58535939200,1,"Materials Science
Engineering
",
"Agbaje, A. B.",57427887900,1,"Medicine
Biochemistry, Genetics and Molecular Biology
",
"Lateef, Rukayat Salewa",57210360224,1,"Medicine
Social Sciences
",
"Elabiyi, Michael Omoniyi",57219925085,3,"Biochemistry, Genetics and Molecular Biology
Medicine
",
"Ilesanmi Alao, Felix",57219420724,1,"Energy
",
"Akinnuli, Bassil Olufemi",42061053000,28,"Engineering
Computer Science
Chemical Engineering
Materials Science
Mathematics
Decision Sciences
Energy
Social Sciences
Environmental Science
Physics and Astronomy
Multidisciplinary
Agricultural and Biological Sciences
",
"Akinyokun, Charles O.",35745606600,2,"Engineering
Medicine
Health Professions
Chemical Engineering
",
"Ogunmoroti, T. O.",6504442863,1,"Materials Science
",
"Alegbeleye, Daniel",57201643203,1,"Medicine
Biochemistry, Genetics and Molecular Biology
Pharmacology, Toxicology and Pharmaceutics
",
"Adeyewa, Zachariah Debo",6507945888,10,"Earth and Planetary Sciences
Environmental Science
Business, Management and Accounting
Economics, Econometrics and Finance
Social Sciences
",
"Owolabi, F. M.",57503382900,1,"Medicine
Pharmacology, Toxicology and Pharmaceutics
",
"Adejori, Adeola Adetutu",57903074300,1,"Multidisciplinary
",
"Abayomi, O. J.",57881769000,1,"Engineering
Business, Management and Accounting
",
"Oloye, Mariam T.",14016231400,4,"Chemistry
Energy
Materials Science
",
"Aderibigbe, Abiodun Daniel",57193418521,12,"Environmental Science
Materials Science
Chemistry
Engineering
Physics and Astronomy
Earth and Planetary Sciences
Mathematics
Biochemistry, Genetics and Molecular Biology
Chemical Engineering
Medicine
Energy
Agricultural and Biological Sciences
",
"Lawrence, Akinwande Kayode",57205742273,1,"Agricultural and Biological Sciences
Environmental Science
",
"Adeladun, M. O A",56360033500,1,"Agricultural and Biological Sciences
",
"Otasowie, Owolafe",57218265777,2,"Computer Science
Engineering
",0000-0002-6659-8100
"Alagbe, Olufemi Adigun",57217096156,3,"Engineering
Earth and Planetary Sciences
Environmental Science
Physics and Astronomy
Materials Science
Business, Management and Accounting
Chemical Engineering
Multidisciplinary
Social Sciences
",
"Bello, Taiwo Gbemisola",57225975399,2,"Biochemistry, Genetics and Molecular Biology
Agricultural and Biological Sciences
Pharmacology, Toxicology and Pharmaceutics
",
"Koriko, A. O.",57967216800,1,"Earth and Planetary Sciences
Environmental Science
",
"Eniola, Adekunle O.",56589901300,1,"Agricultural and Biological Sciences
Biochemistry, Genetics and Molecular Biology
",
"Emmanuel, Adebayo Adewunmi",56006438600,2,"Social Sciences
Earth and Planetary Sciences
Arts and Humanities
Economics, Econometrics and Finance
",
"Obafunmilayo, Oladotun Seyi",57223247767,1,"Earth and Planetary Sciences
",
"Babajide, O.",56979211700,1,"Immunology and Microbiology
",
"Aladesanmi, A. Oshodi",23972471000,1,"Agricultural and Biological Sciences
Medicine
Nursing
",
"Olasanoye, O.",57193330508,1,"Engineering
",
"Oladipupo, Temitope Halimat",57224463727,1,"Agricultural and Biological Sciences
",
"Odekunle, Hafiz",58291047900,1,"Engineering
Computer Science
",
"Akinbode, Badiu Akinola",57225907291,2,"Agricultural and Biological Sciences
Chemistry
",
"Ifelola, E. O.",54402960200,2,"Engineering
",
"Adeyemi, Esther Ibukun",57992407400,1,"Social Sciences
Earth and Planetary Sciences
",
"Fatokun, Cornelius O.",57191667194,4,"Biochemistry, Genetics and Molecular Biology
Agricultural and Biological Sciences
Chemical Engineering
Immunology and Microbiology
",
"Oluwayemi, Fisayo N.",57288105200,1,"Computer Science
Social Sciences
",
"Femi Barnabas, Adebola",57224370513,1,"Arts and Humanities
",0000-0001-7790-1331
"Adetola, O. A.",55823540700,5,"Agricultural and Biological Sciences
Engineering
Chemical Engineering
",
"Eze, Remigius Chibuike",57201655653,2,"Engineering
Environmental Science
Chemical Engineering
",
"Mukaila, I. O.",57930298000,1,"Social Sciences
Computer Science
",
"Omotosho, Jerome Bayo",6602193738,21,"Earth and Planetary Sciences
Environmental Science
Computer Science
Agricultural and Biological Sciences
Engineering
Decision Sciences
",
"Ogunsuyi, Opeyemi Babatunde",56300712000,60,"Medicine
Biochemistry, Genetics and Molecular Biology
Pharmacology, Toxicology and Pharmaceutics
Agricultural and Biological Sciences
Neuroscience
Environmental Science
Chemical Engineering
Nursing
Chemistry
Engineering
Immunology and Microbiology
",0000-0003-3075-1086
"Adeleye, Blessing",57220861052,1,"Agricultural and Biological Sciences
Immunology and Microbiology
Biochemistry, Genetics and Molecular Biology
",
"Balogun, Adebisi Mogeed",6603138459,23,"Agricultural and Biological Sciences
Environmental Science
Chemistry
Immunology and Microbiology
Chemical Engineering
Engineering
Veterinary
",
"Balogun, Ahmed Adedoyin",6603138458,21,"Earth and Planetary Sciences
Environmental Science
Engineering
Social Sciences
Agricultural and Biological Sciences
Mathematics
Medicine
Decision Sciences
Energy
",
"Ojo, Odunayo Opeyemi",58085257900,1,"Multidisciplinary
",
"Ogunmola, A. T.",57217987298,1,"Agricultural and Biological Sciences
",
"Omojokun, Olasunkanmi S.",56444272900,13,"Biochemistry, Genetics and Molecular Biology
Medicine
Pharmacology, Toxicology and Pharmaceutics
Agricultural and Biological Sciences
Neuroscience
Social Sciences
Multidisciplinary
",
"Ademati, Akeem Oladele",57226456505,6,"Environmental Science
Engineering
Materials Science
Chemical Engineering
Computer Science
",
"Aladeniyi, Olabimpe Bodunde",57212532857,2,"Engineering
Economics, Econometrics and Finance
Social Sciences
Mathematics
Medicine
Computer Science
Decision Sciences
",
"Oseyemi, Grace Funmilayo",57046043000,1,"Agricultural and Biological Sciences
",
"Adeoye, S.",56598514100,1,"Multidisciplinary
",
"Daramola, Biyi",16439320600,1,"Agricultural and Biological Sciences
",
"Adegoke, A.",57213106181,1,"Agricultural and Biological Sciences
",
"Alabi, Michael Oloyede",57215023860,5,"Social Sciences
Environmental Science
Medicine
",
"Eyoh, D. B.",6506860047,1,"Environmental Science
Biochemistry, Genetics and Molecular Biology
Earth and Planetary Sciences
Medicine
",
"Agbaje, Adeyeye O.",57204910555,1,"Agricultural and Biological Sciences
Earth and Planetary Sciences
Environmental Science
",
"Adelakun, O. A.",57194691924,14,"Physics and Astronomy
Mathematics
Earth and Planetary Sciences
Computer Science
Materials Science
Engineering
Multidisciplinary
Medicine
Chemical Engineering
Environmental Science
Chemistry
",
"Jimoh, Ibraheem Temitope",57224410329,1,"Computer Science
Business, Management and Accounting
",
"Oladapo, Rashidat Adejoke",58421466700,1,"Engineering
",
"Ademiluyi, R. A.",6505517192,2,"Mathematics
",
"Shodiya, Olamide Oladimeji",57854209600,1,"Multidisciplinary
",
"Osanyinlusi, F. R.",56386157300,1,"Pharmacology, Toxicology and Pharmaceutics
Medicine
",
"Ajayi, T. M.",57192952541,3,"Engineering
Mathematics
Physics and Astronomy
",
"Falowo, Thompson T.",57412051500,1,"Pharmacology, Toxicology and Pharmaceutics
",
"Ogunsemi, Deji Rufus",12789571100,19,"Engineering
Business, Management and Accounting
Economics, Econometrics and Finance
Computer Science
",
"Adua, O. A.",56544673600,1,"Agricultural and Biological Sciences
",
"Ademola, Oluwabanke T.",57992340200,1,"Chemistry
Environmental Science
Chemical Engineering
",
"Oyetunji, Ileri Ayo",57195480294,1,"Engineering
Earth and Planetary Sciences
Environmental Science
Social Sciences
",
"Afolab, Oluwadara C.",56901427000,1,"Environmental Science
",
"Jagun, A. O.",57205142177,1,"Engineering
Physics and Astronomy
Materials Science
",
"Oloruntoba, T.",57194010405,1,"Engineering
Chemical Engineering
Computer Science
",
"Abiola, Christiana",57126224700,1,"Environmental Science
",
"Ogunjemite, B. G.",12544735000,10,"Biochemistry, Genetics and Molecular Biology
Agricultural and Biological Sciences
Environmental Science
Social Sciences
Business, Management and Accounting
Earth and Planetary Sciences
Multidisciplinary
",0000-0001-7220-2427
"Tunde-Ajayi, Olalekan",57392698300,1,"Social Sciences
Business, Management and Accounting
",
"Aletor, Valentine Ayobore",7003388327,61,"Agricultural and Biological Sciences
Veterinary
Medicine
Biochemistry, Genetics and Molecular Biology
Pharmacology, Toxicology and Pharmaceutics
Environmental Science
Chemistry
Nursing
Energy
Social Sciences
Economics, Econometrics and Finance
Multidisciplinary
",
"Nathaniel, Jannie",58153828200,1,"Medicine
Neuroscience
Biochemistry, Genetics and Molecular Biology
",
"Owoseni, Joshua Oluwasanmi",57221946687,3,"Environmental Science
Social Sciences
Physics and Astronomy
Earth and Planetary Sciences
Materials Science
Chemical Engineering
Engineering
",
"Musa, Sadiq Sankara",57209286917,1,"Engineering
Business, Management and Accounting
Decision Sciences
",
"Mounkaila, Moussa S.",56033093500,1,"Earth and Planetary Sciences
",
"Bolaniran, Tolulope",57221910282,2,"Medicine
Agricultural and Biological Sciences
Earth and Planetary Sciences
Environmental Science
",
"Ariyeloye, Stephen Damaola",57216565937,2,"Pharmacology, Toxicology and Pharmaceutics
Environmental Science
",
"Areo, E. A.",26532279100,3,"Mathematics
",
"Akanji, Babalola Oluwafemi",57200940565,1,"Medicine
Pharmacology, Toxicology and Pharmaceutics
",
